uniprot_id,gene,pre_mean,post_mean,pre_sd,pct_miss,shift,effect_d
P31415,CASQ1,27.137303718766372,27.085640451621565,0.35659619027202283,5.128205128205128,-0.05166326714480718,-0.14487890940561313
P05976,MYL1,26.491457609096518,26.469963411759153,1.1716382766172324,2.564102564102564,-0.021494197337364795,-0.01834542090876639
P10916,MYL2,26.4239729298785,26.435313150574668,1.0044435167911006,2.564102564102564,0.011340220696169467,0.011290053155401025
O14983,ATP2A1,26.421961465590655,26.32053077467978,0.72784264911412,5.128205128205128,-0.10143069091087398,-0.1393579931518556
P12883,MYH7,25.827259792498975,25.78210637907362,1.4337099678960197,2.564102564102564,-0.045153413425353506,-0.03149410580692027
P15259,PGAM2,26.196895839460502,26.13401422478706,0.7091671998870205,2.564102564102564,-0.06288161467344366,-0.08866966024861488
Q9UKX2,MYH2,25.50049842289116,25.45448328853427,1.5061371218268715,2.564102564102564,-0.046015134356888865,-0.030551756337480567
Q96A32,MYLPF,25.73021552216816,25.741636798899233,1.1582250197734718,5.128205128205128,0.01142127673107396,0.00986101710469677
P12882,MYH1,25.13055315074206,25.047306270194138,1.2493662891759214,7.6923076923076925,-0.08324688054792162,-0.06663128441126023
O00757,FBP2,25.445124135077275,25.341400549022715,0.728209139328818,5.128205128205128,-0.10372358605456,-0.14243653430408856
P02585,TNNC2,25.01414054156736,24.958101623981182,1.2057785692259397,5.128205128205128,-0.05603891758617863,-0.04647529738578229
Q93084,ATP2A3,24.652553551657828,24.52483734566078,0.6415088180267107,7.6923076923076925,-0.12771620599704647,-0.199087218145969
Q53GG5,PDLIM3,25.131717805982277,25.09896493428372,0.8553839004127219,2.564102564102564,-0.03275287169855545,-0.038290259709999476
P01876,IGHA1,23.975185504105024,23.905666692343566,2.1558567231421852,2.564102564102564,-0.06951881176145847,-0.032246489766784694
P50461,CSRP3,24.586896605455284,24.51883464252789,0.6806447990637913,5.128205128205128,-0.06806196292739486,-0.09999630206682292
O75112,LDB3,24.56837889875747,24.505812239218667,0.516395513090178,5.128205128205128,-0.06256665953880258,-0.1211603469681515
Q00872,MYBPC1,24.23246260377717,24.20610433184168,0.8138063194873771,5.128205128205128,-0.02635827193548934,-0.03238887595772495
P48788,TNNI2,23.84532828417912,23.790218413919458,1.2187631314377971,7.6923076923076925,-0.055109870259663296,-0.04521786788434368
Q14315,FLNC,24.230605685779995,24.178370596788348,0.8298635009590296,2.564102564102564,-0.052235088991647416,-0.0629441937514809
P45378,TNNT3,23.43605177042413,23.415504807384103,1.2962025692190862,5.128205128205128,-0.0205469630400259,-0.015851660479584362
P06703,S100A6,23.446862414199213,23.21772073357359,2.1444212923027224,7.6923076923076925,-0.22914168062562368,-0.10685478709249653
Q9Y235,APOBEC2,23.83378898679563,23.757206552370292,1.092696575342525,2.564102564102564,-0.07658243442533674,-0.070085727505214
Q05639,EEF1A2,23.954396022726847,23.860570588415914,0.49534780929631583,5.128205128205128,-0.09382543431093282,-0.1894132416659315
Q8WZ42,TTN,23.270693686625677,23.20229559328897,1.2182982309317525,5.128205128205128,-0.06839809333670743,-0.056142323447680526
Q86TD4,SRL,23.96265185374754,23.87907864674192,0.44102323540835314,5.128205128205128,-0.08357320700562099,-0.18949842161544778
P63316,TNNC1,23.465583729376,23.419302576676728,1.1349088630698816,5.128205128205128,-0.046281152699272354,-0.04077962046580881
Q9GZV1,ANKRD2,23.680552024316288,23.593530476555408,0.6715189891547968,5.128205128205128,-0.08702154776088022,-0.12958910941656224
O60240,PLIN1,21.770493183732626,21.4467019003809,2.6620524777161907,10.256410256410255,-0.32379128335172425,-0.12163219397895153
Q6ZMU5,TRIM72,23.774492071717294,23.7013111057279,0.3260355412698109,5.128205128205128,-0.07318096598939405,-0.22445701994443945
O14958,CASQ2,23.581682613006883,23.50397698874455,0.7053459128616374,5.128205128205128,-0.0777056242623324,-0.11016668962761163
P54296,MYOM2,23.420037311803505,23.308713894574606,0.9288215735059919,5.128205128205128,-0.11132341722889905,-0.11985446979734789
P69892,HBG2,21.76786448059643,21.49987393700225,2.5423024741656532,20.51282051282051,-0.2679905435941805,-0.10541253305515155
Q8N142,ADSS1,23.436061191512174,23.32056460076865,0.5928563207147558,5.128205128205128,-0.11549659074352547,-0.1948137967126355
P00846,MT-ATP6,23.30392386776994,23.081288263688528,0.6670333103854595,20.51282051282051,-0.22263560408141103,-0.3337698441967707
P19237,TNNI1,22.871469660302377,22.819773246601983,1.2673767014411534,5.128205128205128,-0.05169641370039457,-0.04079009314405874
Q9UBY9,HSPB7,23.407402899880122,23.36990460821822,0.6250300775859421,2.564102564102564,-0.037498291661901106,-0.059994379481273945
O75298,RTN2,23.372520149129915,23.27582253483683,0.4901487932382045,5.128205128205128,-0.09669761429308465,-0.19728216334930598
P35609,ACTN2,21.59995988780742,21.52572327058642,2.1111409105953665,5.128205128205128,-0.0742366172210005,-0.03516421705837954
P13805,TNNT1,22.69471303382229,22.6145365060512,1.333251955491049,5.128205128205128,-0.08017652777109063,-0.06013606613579718
Q9Y2J8,PADI2,23.374345632931828,23.296803920621713,0.4911840362438681,5.128205128205128,-0.07754171231011497,-0.15786692275889902
Q9UDW1,UQCR10,23.274266569395863,23.1985848367848,0.6101249860876424,5.128205128205128,-0.07568173261106281,-0.1240429982983706
P35754,GLRX,22.287381977668815,22.28123704837519,0.6771358989437866,5.128205128205128,-0.006144929293625978,-0.00907488334795274
P11055,MYH3,22.522749464420738,22.451063950706384,1.540270692701348,15.384615384615385,-0.07168551371435328,-0.046540854184942144
O75323,NIPSNAP2,23.207834841381434,23.162738964524472,0.6273557800441943,2.564102564102564,-0.045095876856962036,-0.07188246014691255
P01624,IGKV3-15,22.134902562113176,22.114500863157744,1.9287988438914982,2.564102564102564,-0.02040169895543187,-0.01057741143927165
P61758,VBP1,23.098280545030814,23.090058632000463,0.3879984618534898,12.82051282051282,-0.008221913030350692,-0.0211905815066229
P35573,AGL,22.937259192204515,22.874349407543374,0.8554275388267849,2.564102564102564,-0.06290978466114083,-0.07354192120985645
O60662,KLHL41,22.73977420953284,22.627291891741624,1.0626705125931788,5.128205128205128,-0.11248231779121554,-0.10584872400075436
Q9NZ45,CISD1,22.905622239013482,22.864973656273182,0.5707072737540612,2.564102564102564,-0.04064858274029959,-0.07122492494780532
Q9BQ69,MACROD1,22.892913637233107,22.8365733364106,0.6943491030957356,2.564102564102564,-0.05634030082250874,-0.08114117318120974
Q9UN36,NDRG2,22.921071011712968,22.875623766745665,0.5729972294613472,2.564102564102564,-0.04544724496730268,-0.07931494714211078
P20929,NEB,21.907719563044786,21.69403531674465,1.4207396834506827,10.256410256410255,-0.2136842463001365,-0.15040351782188674
P43155,CRAT,22.7788648923294,22.738867149180507,0.6068871166528368,2.564102564102564,-0.039997743148891374,-0.06590639684277834
Q5VXT5,SYPL2,22.757492133762227,22.684458681107746,0.595666880632796,5.128205128205128,-0.07303345265448158,-0.12260787871384723
P46976,GYG1,22.699248223006144,22.637791345350966,0.6617607372788297,2.564102564102564,-0.06145687765517849,-0.09286872761277756
P54652,HSPA2,22.65640353844214,22.613311114231667,0.8655022063797195,2.564102564102564,-0.043092424210474434,-0.04978892473391178
P24539,ATP5PB,22.677521874093415,22.659787517456188,0.5659431639622421,2.564102564102564,-0.017734356637227222,-0.03133593223932006
P04264,KRT1,21.764976577423514,21.719534463988932,1.6301964790646362,2.564102564102564,-0.045442113434582154,-0.027875237137461886
Q8NI60,COQ8A,22.574046991824343,22.5325796931325,0.6492280156565176,2.564102564102564,-0.04146729869184185,-0.06387170253259782
O75746,SLC25A12,22.582232326604537,22.480360720758462,0.5981053608510282,5.128205128205128,-0.10187160584607469,-0.17032384679034526
P09467,FBP1,22.27218976776222,22.251518676467537,1.0264804192448849,5.128205128205128,-0.02067109129468392,-0.020137833033279193
Q14353,GAMT,22.443526539509335,22.33553147454843,0.6119601685259051,5.128205128205128,-0.10799506496090672,-0.1764740100994582
Q8TCA0,LRRC20,22.39789043443031,22.335174817906157,0.6590990044027596,2.564102564102564,-0.06271561652415159,-0.09515355979179659
P04433,IGKV3-11,21.458437103351542,21.428398743791494,1.6735659039466193,2.564102564102564,-0.030038359560048633,-0.017948716264601164
P09488,GSTM1,21.589693126623335,21.675812432299384,1.6693245673097634,12.82051282051282,0.08611930567604986,0.0515893118465496
P19404,NDUFV2,22.149287898196764,22.118546390567822,0.5080969398971215,2.564102564102564,-0.030741507628942344,-0.06050323317272257
P51452,DUSP3,22.17868259562299,22.140330587467776,0.41946834192624555,2.564102564102564,-0.03835200815521489,-0.09143004208398225
P23109,AMPD1,21.88863060891239,21.741863050694,0.9421726001992898,7.6923076923076925,-0.14676755821838938,-0.15577565956316802
P35080,PFN2,22.08630224612412,22.04572329024273,0.5778760138436017,2.564102564102564,-0.040578955881390044,-0.07022086902601996
Q16082,HSPB2,22.115976348935742,22.06044875591402,0.456232347153497,5.128205128205128,-0.055527593021722055,-0.12170902253679984
Q9UJS0,SLC25A13,21.975744983209403,21.861343047164496,0.6668588556019863,5.128205128205128,-0.11440193604490645,-0.17155344805556136
P26678,PLN,21.86299070630889,21.547857211487766,0.9182424688074265,17.94871794871795,-0.3151334948211222,-0.34319202773359403
P63098,PPP3R1,21.772494450361034,21.757584088341975,0.3149921168907351,2.564102564102564,-0.01491036201905871,-0.04733566721046177
P10644,PRKAR1A,21.89640721201972,21.867453690915138,0.40899400116883466,2.564102564102564,-0.028953521104583047,-0.07079204345745622
P59666,DEFA3,21.318756523312334,21.254222069240143,1.447476868864362,5.128205128205128,-0.0645344540721915,-0.04458410041662558
Q9UHP9,SMPX,21.799829579467804,21.80218403050293,0.6971406419359895,23.076923076923077,0.0023544510351243275,0.003377297052408128
Q9H0N5,PCBD2,21.831793687169547,21.782684909416133,0.560332442029718,2.564102564102564,-0.049108777753414046,-0.08764221749418089
P48147,PREP,21.860921367384865,21.824412241359767,0.5563563444077203,2.564102564102564,-0.03650912602509848,-0.06562183821946879
Q96AQ6,PBXIP1,21.844745241484205,21.823794588982448,0.46544568076878645,2.564102564102564,-0.02095065250175665,-0.04501202474830578
Q9NP98,MYOZ1,20.622777000788588,20.304313763737508,1.643048046377599,17.94871794871795,-0.3184632370510805,-0.19382466492881395
P52179,MYOM1,21.563419543760173,21.358831531267676,0.7889902187594868,10.256410256410255,-0.20458801249249703,-0.2593036106507969
P17661,DES,20.843306268864954,20.75875167913294,1.4381825325427706,5.128205128205128,-0.08455458973201502,-0.058792669093622456
Q8NDY3,ADPRHL1,21.584613218333583,21.457233523813002,0.8683111173434597,5.128205128205128,-0.12737969452058095,-0.14669821907876832
Q9UKS6,PACSIN3,21.763342128631017,21.68430220203257,0.4502441557191549,5.128205128205128,-0.07903992659844761,-0.1755490339951235
Q13057,COASY,21.72706508475845,21.73962262044174,0.45667984266692835,2.564102564102564,0.01255753568328899,0.027497459949086506
Q9UBF9,MYOT,21.424638319777543,21.338316021356952,0.937528263470779,5.128205128205128,-0.08632229842059047,-0.09207434248544229
P13807,GYS1,21.593605728505334,21.502462875242603,0.6715358888462764,5.128205128205128,-0.0911428532627312,-0.1357229818637363
A8MU46,SMTNL1,21.42269634198408,21.28879284426507,0.9924396149585831,5.128205128205128,-0.13390349771900745,-0.13492357187353465
